nohup: ignoring input,,,,
Site,TX Name,IP Address,Serial Number,SW/FW/Bios
4093 Mt Blackwood,TD6-Exciter A-R&amp;S THU9,http://10.11.23.69,101858,23.0.0
4093 Mt Blackwood,TD6-Exciter B-R&amp;S THU9,http://10.11.23.70,101859,23.0.0
4094 Mt Coot-tha,TD1-TX Controller-R&amp;S THV9,http://10.11.25.53,112488,23.0.0
4094 Mt Coot-tha,TD1-Exciter A-R&amp;S THV9,http://10.11.25.51,112486,23.0.0
4094 Mt Coot-tha,TD1-Exciter B-R&amp;S THV9,http://10.11.25.52,112487,23.0.0
4097 Mt Goonaneman,TD6-TX Controller-R&amp;S THV9,http://10.11.21.70,104657,16.0.0
4097 Mt Goonaneman,TD1-TX Controller-R&amp;S THV9,http://10.11.21.47,113601,22.0.0
4097 Mt Goonaneman,TD1-Exciter A-R&amp;S THV9,http://10.11.21.48,113599,22.0.0
4097 Mt Goonaneman,TD1-Exciter B-R&amp;S THV9,http://10.11.21.49,113600,22.0.0
4098 Mt Hopeful,TD1-TX-R&amp;S THU9,http://10.11.16.53,104614,18.0.0
4098 Mt Hopeful,TD6-TX-R&amp;S THU9,http://10.11.16.61,113878,21.0.0
4098 Mt Hopeful,TD6-Exiciter A-R&amp;S THU9,http://10.11.16.62,101843,21.0.0
4098 Mt Hopeful,TD6-Exiciter B-R&amp;S THU9,http://10.11.16.63,101844,21.0.0
4104 Mt Mowbullan,TD1-TX Controller R&amp;S THU9,http://10.11.19.52,111754,20.0.2
4104 Mt Mowbullan,TD1-TX Exciter A R&amp;S THU9,http://10.11.19.54,101567,21.0.0
4104 Mt Mowbullan,TD1-TX Exciter B R&amp;S THU9,http://10.11.19.57,101568,21.0.0
4104 Mt Mowbullan,TD6-TX Controller R&amp;S THU9,http://10.11.19.61,111755,20.0.2
4104 Mt Mowbullan,TD6-TX Exciter A R&amp;S THU9,http://10.11.19.62,101569,21.0.0
4104 Mt Mowbullan,TD6-TX Exciter B R&amp;S THU9,http://10.11.19.63,101570,21.0.0
4107 Mt Stuart,TD1-Exciter A-R&amp;S THU9,http://10.11.50.41,timed out while connecting to remote host,timed out while connecting to remote host
4107 Mt Stuart,TD1-Exciter B-R&amp;S THU9,http://10.11.50.42,101890,23.0.0
4107 Mt Stuart,TD1-TX Controller- R&amp;S THU9,http://10.11.50.40,114193,23.0.0
4107 Mt Stuart,TD6-Exciter A-R&amp;S THU9,http://10.11.50.71,101891,23.0.0
4107 Mt Stuart,TD6-Exciter B-R&amp;S THU9,http://10.11.50.72,101892,23.0.0
4107 Mt Stuart,TD6-TX Controller- R&amp;S THU9,http://10.11.50.70,114194,23.0.0
4108 Mt Tamborine,TD1-TX Controller-R&amp;S THU9,http://10.11.24.54,104442,20.0.2
4108 Mt Tamborine,TD1-TX Controller-R&amp;S THU9,http://10.11.24.54,104442,20.0.2
4108 Mt Tamborine,TD6-TX Controller-R&amp;S THU9 ,http://10.11.24.65,104004,20.0.2
4114 Passchendaele Ridge,TD1-TX Controller- R&amp;S THU9,http://10.11.18.80,114215,23.0.0
4114 Passchendaele Ridge,TD1-Exciter A-R&amp;S THU9,http://10.11.18.81,101895,23.0.0
4114 Passchendaele Ridge,TD1-Exciter B-R&amp;S THU9,http://10.11.18.82,101896,23.0.0
4114 Passchendaele Ridge,TD6-TX Controller- R&amp;S THU9,http://10.11.18.70,114216,23.0.0
4114 Passchendaele Ridge,TD6-Exciter A-R&amp;S THU9,http://10.11.18.71,101897,23.0.0
4114 Passchendaele Ridge,TD6-Exciter B-R&amp;S THU9,http://10.11.18.72,101898,23.0.0
8032 Deloraine Rd,TD1-TX Controller-R&amp;S THU9 ,http://10.14.203.70,112666,21.0.0
8032 Deloraine Rd,TD31-TX Controller-R&amp;S THU9 ,http://10.14.203.31,102776,23.0.0
8032 Deloraine Rd,TD6-TX Controller-R&amp;S THU9 ,http://10.14.203.80,112667,21.0.0
8032 Deloraine Rd,NTD31-TX Controller- R&amp;S THU9,http://10.14.203.50,116178,23.6.0
8032 Deloraine Rd,NTD31-Exciter A-R&amp;S THU9,http://10.14.203.51,102504,23.6.0
8032 Deloraine Rd,NTD31-Exciter B-R&amp;S THU9,http://10.14.203.52,102505,23.6.0
6047 Mawson Trig,TD1-TX Controller-R&amp;S THU9,http://10.49.47.155,107559,20.0.0
6047 Mawson Trig,TD1-Exciter A-R&amp;S THU9 ,http://10.49.47.156,107557,20.0.1
6047 Mawson Trig,TD1-Exciter B-R&amp;S THU9 ,http://10.49.47.157,107558,20.0.1
6047 Mawson Trig,TD6-TX Controller-R&amp;S THU9,http://10.49.47.158,107569,20.0.1
6047 Mawson Trig,TD6-Exciter A-R&amp;S THU9 ,http://10.49.47.159,107567,20.0.1
6047 Mawson Trig,TD6-Exciter B-R&amp;S THU9 ,http://10.49.47.160,107568,20.0.1
6052 Moresby Range,TD1-TX Controller- R&amp;S THU9,http://10.66.144.183,114774,23.0.0
6052 Moresby Range,TD1-Exciter A-R&amp;S THU9,http://10.66.144.184,102082,23.0.0
6052 Moresby Range,TD1-Exciter B-R&amp;S THU9,http://10.66.144.185,102083,23.0.0
6052 Moresby Range,TD6-TX Controller- R&amp;S THU9,http://10.66.144.187,114775,23.0.0
6052 Moresby Range,TD6-Exciter A-R&amp;S THU9,http://10.66.144.188,102084,23.0.0
6052 Moresby Range,TD6-Exciter B-R&amp;S THU9,http://10.66.144.189,102085,23.0.0
6054 Mt Barker,TD6-TX Control-R&amp;S THV9,http://10.65.158.66,104343,20.0.1
6054 Mt Barker,TD6-TX Exciter A-R&amp;S THV9,http://10.65.158.65,104341,20.0.1
6054 Mt Barker,TD6-TX Exciter B-R&amp;S THV9,http://10.65.158.67,104342,20.0.1
6057 Mt Latham,TD6-TX Controller- R&amp;S THU9,http://10.66.136.90,114827,23.0.0
6057 Mt Latham,TD6-Exciter A-R&amp;S THU9,http://10.66.136.91,102091,23.0.0
6057 Mt Latham,TD6-Exciter B-R&amp;S THU9,http://10.66.136.92,102092,23.0.0
6057 Mt Latham,TD1-TX Controller- R&amp;S THU9,http://10.66.136.86,114826,23.0.0
6057 Mt Latham,TD1-Exciter A-R&amp;S THU9,http://10.66.136.87,102089,23.0.0
6057 Mt Latham,TD1-Exciter B-R&amp;S THU9,http://10.66.136.88,102090,23.0.0
6058 Mt Lennard,TD1-TX Controller- R&amp;S THU9,http://10.15.17.40,114720,23.0.0
6058 Mt Lennard,TD1-Exciter A-R&amp;S THU9,http://10.15.17.41,102050,23.0.0
6058 Mt Lennard,TD1-Exciter B-R&amp;S THU9,http://10.15.17.42,102051,23.0.0
6058 Mt Lennard,TD6-TX Controller- R&amp;S THU9,http://10.15.17.60,114721,23.0.0
6058 Mt Lennard,TD6-Exciter A-R&amp;S THU9,http://10.15.17.61,102052,23.0.0
6058 Mt Lennard,TD6-Exciter B-R&amp;S THU9,http://10.15.17.62,102053,23.0.0
5013 Loxton,TD1-TX Controller- R&amp;S THU9,http://10.65.170.50,114507,23.0.0
5013 Loxton,TD1-Exciter A-R&amp;S THU9,http://10.65.170.51,101993,23.0.0
5013 Loxton,TD1-Exciter B-R&amp;S THU9,http://10.65.170.52,101994,23.0.0
5013 Loxton,TD6-TX Controller- R&amp;S THU9,http://10.65.170.60,114508,23.0.0
5013 Loxton,TD6-Exciter A-R&amp;S THU9,http://10.65.170.61,101995,23.0.0
5013 Loxton,TD6-Exciter B-R&amp;S THU9,http://10.65.170.62,101996,23.0.0
5015 Mt Burr,TD1-TX Controller- R&amp;S THU9,http://10.14.17.54,112026,24.0.0
5015 Mt Burr,TD1-Exciter A-R&amp;S THU9,http://10.14.17.55,101577,24.0.0
5015 Mt Burr,TD1-Exciter B-R&amp;S THU9,http://10.14.17.56,101578,24.0.0
5015 Mt Burr,TD6-TX Controller- R&amp;S THU9,http://10.14.17.70,103384,24.0.0
5015 Mt Burr,TD6-Exciter A-R&amp;S THU9,http://10.14.17.71,101579,24.0.0
5015 Mt Burr,TD6-Exciter B-R&amp;S THU9,http://10.14.17.72,0,24.0.0
5027 The Bluff,TD1-TX Controller-R&amp;S THU9,http://10.14.18.57,107572,19.0.0
5027 The Bluff,TD1-TX Exciter A-R&amp;S THU9,http://10.14.18.52,NOSUCHOBJECT,NOSUCHOBJECT
5027 The Bluff,TD1-TX Exciter B-R&amp;S THU9,http://10.14.18.54,NOSUCHOBJECT,NOSUCHOBJECT
5027 The Bluff,TD6-TX Controller-R&amp;S THU9,http://10.14.18.67,107583,19.0.0
5027 The Bluff,TD6-TX Exciter A-R&amp;S THU9,http://10.14.18.62,NOSUCHOBJECT,NOSUCHOBJECT
5027 The Bluff,TD6-TX Exciter B-R&amp;S THU9,http://10.14.18.63,NOSUCHOBJECT,NOSUCHOBJECT
7012 Mt Barrow,TD1-TX-R&amp;S THU9,http://10.13.200.50,113860,23.0.0
7012 Mt Barrow,TD-Exciter A-R&amp;S THU9,http://10.13.200.51,101840,23.0.0
7012 Mt Barrow,TD1-Exciter B- R&amp;S THU9,http://10.13.200.52,101839,23.0.0
7012 Mt Barrow,TD6-TX-R&amp;S THU9,http://10.13.200.71,113861,23.0.0
7012 Mt Barrow,TD6-Exciter A-R&amp;S THU9,http://10.13.200.72,101841,23.0.0
7012 Mt Barrow,TD6-Exciter B-R&amp;S THU9,http://10.13.200.73,101842,23.0.0
7016 Mt Wellington,TD1-TX-R&amp;S THU9,http://10.65.180.60,113622,22.0.0
7016 Mt Wellington,TD6-TX-R&amp;S THU9,http://10.65.180.70,113625,22.0.0
